Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DepartmentTurnoverBenchmark,JobRoleTurnoverBenchmark,OvertimeImpact,TravelImpact,MaritalImpact,ExternalRiskScore,AgeGroup,IncomePerYear,IncomeToAgeRatio,YearsAtCompanyRatio,YearsInRoleRatio,YearsWithManagerRatio,YearsSincePromotionRatio,TotalSatisfaction,SatisfactionScore,PerformanceScore,CareerProgressionRate,PromotionFrequency,JobStability,IsNewEmployee,IsSeniorEmployee,LongTimeNoPromotion,IncomeLevelMatch,DistanceOvertimeInteraction
38,2,2,2,4,2,2,0,1,2,8,4,1,5405,2,1,20,4,1,2,20,4,2,4,2,0,3,0.125,0.125,1.3,1.0,0.9,0.14625,1,64860,138.5897435897436,0.19047619047619047,0.4,0.6,0.0,2.3333333333333335,9,4,0.09523809523809523,4.0,1.3333333333333333,0,0,0,2.7011494252873565,2
36,0,2,15,4,2,4,1,1,2,7,4,0,5406,1,0,24,4,1,1,15,4,2,15,12,11,11,0.125,0.125,0.7,0.9,1.0,0.07875,1,64872,146.1081081081081,0.9375,0.75,0.6875,0.6875,3.0,11,4,0.125,1.25,7.5,0,1,1,2.7016491754122938,0
28,2,1,29,1,1,3,1,1,2,4,2,1,6549,1,0,14,3,2,2,8,2,2,8,6,1,7,0.12,0.1,0.7,1.0,0.9,0.0756,0,78588,225.82758620689654,0.8888888888888888,0.6666666666666666,0.7777777777777778,0.1111111111111111,2.3333333333333335,9,3,0.2222222222222222,4.0,4.0,0,0,0,3.272863568215892,0
26,0,1,7,3,3,4,1,3,1,2,4,2,2570,1,0,20,4,3,0,7,5,3,7,7,5,7,0.12,0.12,0.7,0.9,1.2,0.09072,0,30840,95.18518518518519,0.875,0.875,0.875,0.625,3.6666666666666665,14,12,0.125,1.1666666666666667,3.5,0,0,1,2.5674325674325673,0
55,2,2,26,5,2,3,1,2,5,3,4,1,19586,1,0,21,4,3,1,36,3,3,36,6,2,13,0.125,0.09,0.7,1.0,0.9,0.07875,3,235032,349.75,0.972972972972973,0.16216216216216217,0.35135135135135137,0.05405405405405406,3.3333333333333335,13,8,0.13513513513513514,12.0,18.0,0,1,0,3.9164167166566686,0
44,0,1,5,3,1,3,1,2,1,2,3,2,3162,3,0,14,3,4,0,7,5,3,5,2,0,3,0.12,0.12,0.7,0.9,1.2,0.09072,2,37944,70.26666666666667,0.625,0.3333333333333333,0.5,0.0,3.3333333333333335,13,6,0.125,5.0,1.25,0,0,0,3.1588411588411587,0
31,2,1,12,3,3,4,0,3,2,0,4,1,5855,0,1,11,3,3,2,10,2,1,9,7,8,5,0.12,0.11,1.3,1.0,0.9,0.1404,1,70260,182.96875,0.8181818181818182,0.7,0.5,0.8,3.6666666666666665,12,9,0.18181818181818182,1.0,9.0,0,0,1,2.9260369815092453,12
25,2,2,13,1,3,2,1,3,1,8,3,1,2096,1,0,11,3,3,0,7,1,3,7,4,0,6,0.125,0.125,0.7,1.0,0.9,0.07875,0,25152,80.61538461538461,0.875,0.5,0.75,0.0,2.6666666666666665,11,9,0.125,7.0,3.5,0,0,0,2.093906093906094,0
44,2,1,2,1,1,1,0,4,1,6,4,1,2011,1,0,13,3,4,1,10,5,3,10,5,7,7,0.12,0.12,0.7,1.0,0.9,0.0756,2,24132,44.68888888888889,0.9090909090909091,0.45454545454545453,0.6363636363636364,0.6363636363636364,3.0,12,12,0.09090909090909091,1.25,5.0,0,1,1,2.008991008991009,0
36,2,1,9,2,3,2,1,2,2,4,2,0,8847,2,1,11,3,3,1,13,2,3,3,2,0,2,0.12,0.1,1.3,1.0,1.0,0.156,1,106164,239.1081081081081,0.21428571428571427,0.5,0.5,0.0,2.3333333333333335,10,6,0.14285714285714285,3.0,1.0,0,0,0,4.4212893553223385,9
38,2,1,9,2,1,3,0,3,1,2,4,2,2288,1,0,12,3,3,0,2,3,3,2,2,2,1,0.12,0.12,0.7,1.0,1.2,0.1007999999999999,1,27456,58.666666666666664,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,3.3333333333333335,13,9,0.3333333333333333,0.6666666666666666,1.0,1,0,0,2.2857142857142856,0
38,1,1,8,3,3,4,0,2,2,6,2,0,2133,1,1,16,3,3,1,20,3,3,20,11,0,7,0.12,0.12,1.3,1.2,1.0,0.1872,1,25596,54.69230769230769,0.9523809523809523,0.5238095238095238,0.3333333333333333,0.0,3.0,12,6,0.09523809523809523,20.0,10.0,0,1,0,1.065967016491754,8
42,2,1,29,3,1,2,1,3,2,4,2,1,4434,1,0,13,3,4,1,10,3,2,9,8,7,8,0.12,0.1,0.7,1.0,0.9,0.0756,2,53208,103.11627906976744,0.8181818181818182,0.8,0.8,0.7,2.6666666666666665,10,9,0.18181818181818182,1.125,4.5,0,0,1,2.2158920539730134,0
45,0,2,26,3,2,1,1,2,2,7,1,1,4385,1,0,15,3,1,1,10,2,3,10,7,4,5,0.125,0.125,0.7,0.9,0.9,0.070875,2,52620,95.32608695652173,0.9090909090909091,0.6363636363636364,0.45454545454545453,0.36363636363636365,1.0,6,6,0.18181818181818182,2.0,5.0,0,1,0,2.1914042978510744,0
49,2,1,25,4,1,3,0,3,1,2,1,1,3211,1,0,14,3,4,1,10,3,2,9,6,1,4,0.12,0.12,0.7,1.0,0.9,0.0756,2,38532,64.22,0.8181818181818182,0.6,0.4,0.1,2.6666666666666665,10,9,0.09090909090909091,4.5,4.5,0,0,0,3.207792207792208,0
43,1,1,1,3,1,4,0,3,2,0,4,1,5562,4,0,13,3,2,1,12,2,2,5,2,2,2,0.12,0.11,0.7,1.2,0.9,0.09072,2,66744,126.4090909090909,0.38461538461538464,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.3333333333333335,12,9,0.15384615384615385,1.6666666666666667,1.0,0,0,0,2.7796101949025487,0
39,2,1,13,4,3,3,0,2,4,3,2,0,17123,6,1,13,3,4,2,21,4,3,19,9,15,2,0.12,0.09,1.3,1.0,1.0,0.156,1,205476,428.075,0.8636363636363636,0.45,0.1,0.75,3.0,12,6,0.18181818181818182,1.1875,2.7142857142857144,0,1,1,4.279680079980005,13
42,2,1,2,3,1,1,1,3,5,3,3,1,18880,5,0,11,3,1,0,24,2,2,22,6,4,14,0.12,0.09,0.7,1.0,0.9,0.0756,2,226560,439.06976744186045,0.88,0.2608695652173913,0.6086956521739131,0.17391304347826086,1.6666666666666667,7,9,0.2,4.4,3.6666666666666665,0,1,0,3.775244951009798,0
35,1,2,1,3,2,3,0,3,3,7,3,2,8789,1,0,14,3,1,0,10,3,4,10,7,0,8,0.125,0.125,0.7,1.2,1.2,0.126,1,105468,244.13888888888889,0.9090909090909091,0.6363636363636364,0.7272727272727273,0.0,2.3333333333333335,11,9,0.2727272727272727,10.0,5.0,0,1,0,2.9286904365211597,0
33,1,2,10,3,2,2,1,2,2,7,4,2,4682,3,0,14,3,3,0,9,6,2,7,7,0,1,0.125,0.125,0.7,1.2,1.2,0.126,1,56184,137.7058823529412,0.7,0.875,0.125,0.0,3.0,11,6,0.2,7.0,1.75,0,0,0,2.339830084957521,0
34,2,1,2,4,3,3,0,2,1,6,1,2,4381,1,0,11,3,3,0,6,3,3,6,5,1,3,0.12,0.12,0.7,1.0,1.2,0.1007999999999999,1,52572,125.17142857142858,0.8571428571428571,0.7142857142857143,0.42857142857142855,0.14285714285714285,2.3333333333333335,10,6,0.14285714285714285,3.0,3.0,0,0,0,4.376623376623376,0
26,1,1,1,1,3,1,0,2,1,6,3,0,2007,1,0,13,3,3,2,5,5,3,5,3,1,3,0.12,0.12,0.7,1.2,1.0,0.1007999999999999,0,24084,74.33333333333333,0.8333333333333334,0.5,0.5,0.16666666666666666,2.3333333333333335,10,6,0.16666666666666666,2.5,2.5,0,0,0,2.004995004995005,0
49,2,2,8,4,5,4,1,2,4,7,2,1,13120,6,0,17,3,2,1,22,3,3,9,8,2,3,0.125,0.125,0.7,1.0,0.9,0.07875,2,157440,262.4,0.391304347826087,0.8,0.3,0.2,2.6666666666666665,11,6,0.17391304347826086,3.0,1.2857142857142858,0,0,0,3.2791802049487626,0
44,2,1,3,3,1,1,1,3,1,2,1,1,2362,4,0,12,3,3,0,10,4,4,3,2,1,2,0.12,0.12,0.7,1.0,0.9,0.0756,2,28344,52.48888888888889,0.2727272727272727,0.5,0.5,0.25,1.6666666666666667,9,9,0.09090909090909091,1.5,0.6,0,0,0,2.3596403596403595,0
46,2,0,5,2,3,2,1,3,2,1,2,0,5021,8,1,22,4,4,1,16,2,3,4,2,0,2,0.073,0.073,1.3,1.0,1.0,0.0949,2,60252,106.82978723404256,0.23529411764705882,0.4,0.4,0.0,2.6666666666666665,11,12,0.11764705882352941,4.0,0.4444444444444444,0,0,0,2.5092453773113443,5
32,1,2,9,2,3,4,1,1,2,7,4,0,4668,0,0,17,3,4,3,9,2,4,8,7,0,7,0.125,0.125,0.7,1.2,1.0,0.105,1,56016,141.45454545454547,0.8,0.7777777777777778,0.7777777777777778,0.0,4.0,16,3,0.2,8.0,8.0,0,0,0,2.3328335832083957,0
34,0,2,19,3,2,1,1,4,2,7,4,2,5304,8,1,13,3,2,0,9,3,2,5,2,0,4,0.125,0.125,1.3,0.9,1.2,0.1755,1,63648,151.54285714285714,0.5,0.3333333333333333,0.6666666666666666,0.0,2.3333333333333335,9,12,0.2,5.0,0.5555555555555556,0,0,0,2.6506746626686657,19
51,1,1,6,2,3,2,0,2,1,2,3,2,2838,0,0,14,3,2,0,8,6,2,7,0,7,7,0.12,0.12,0.7,1.2,1.2,0.1209599999999999,3,34056,54.57692307692308,0.7777777777777778,0.0,0.875,0.875,2.3333333333333335,9,6,0.1111111111111111,0.875,7.0,0,0,1,2.8351648351648353,0
40,2,1,1,4,1,1,1,3,1,2,4,1,2406,8,0,19,3,3,2,8,3,2,1,0,0,0,0.12,0.12,0.7,1.0,0.9,0.0756,1,28872,58.68292682926829,0.1111111111111111,0.0,0.0,0.0,2.6666666666666665,10,9,0.1111111111111111,1.0,0.1111111111111111,1,0,0,2.4035964035964037,0
56,2,2,11,5,2,4,0,2,2,7,1,1,5380,4,0,16,3,3,1,6,3,3,0,0,0,0,0.125,0.125,0.7,1.0,0.9,0.07875,3,64560,94.3859649122807,0.0,0.0,0.0,0.0,2.6666666666666665,11,6,0.2857142857142857,0.0,0.0,1,0,0,2.688655672163918,0
20,2,1,11,3,3,4,0,2,1,6,1,2,2600,1,1,15,3,1,0,1,2,3,1,0,0,0,0.12,0.12,1.3,1.0,1.2,0.1872,0,31200,123.80952380952381,0.5,0.0,0.0,0.0,2.0,9,6,0.5,1.0,0.5,1,0,0,2.5974025974025974,11
41,2,2,6,3,1,4,0,3,3,3,4,2,13591,3,1,18,3,3,0,16,3,3,1,0,0,0,0.125,0.09,1.3,1.0,1.2,0.195,2,163092,323.5952380952381,0.058823529411764705,0.0,0.0,0.0,3.6666666666666665,14,9,0.17647058823529413,1.0,0.25,1,0,0,4.528823725424858,6
28,0,1,16,3,3,3,1,3,1,6,3,2,2144,1,0,14,3,3,0,5,3,2,5,3,1,4,0.12,0.12,0.7,0.9,1.2,0.09072,0,25728,73.93103448275862,0.8333333333333334,0.5,0.6666666666666666,0.16666666666666666,3.0,11,9,0.16666666666666666,2.5,2.5,0,0,0,2.1418581418581417,0
29,2,2,10,3,2,4,1,3,1,8,2,0,2297,1,0,14,3,4,2,2,2,3,2,2,2,2,0.125,0.125,0.7,1.0,1.0,0.0875,0,27564,76.56666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.3333333333333335,13,9,0.3333333333333333,0.6666666666666666,1.0,1,0,0,2.294705294705295,0
35,1,1,2,3,3,2,0,3,2,2,2,2,4425,5,0,11,3,4,0,10,5,3,6,2,1,2,0.12,0.12,0.7,1.2,1.2,0.1209599999999999,1,53100,122.91666666666667,0.5454545454545454,0.2857142857142857,0.2857142857142857,0.14285714285714285,2.6666666666666665,11,9,0.18181818181818182,3.0,1.0,0,0,0,2.211394302848576,0
33,2,2,8,4,1,1,1,3,2,7,1,1,6392,2,0,13,3,4,1,8,6,1,2,2,2,2,0.125,0.125,0.7,1.0,0.9,0.07875,1,76704,188.0,0.2222222222222222,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0,7,9,0.2222222222222222,0.6666666666666666,0.6666666666666666,1,0,0,3.1944027986006995,0
27,2,1,6,4,3,1,0,2,1,6,3,0,2187,0,0,12,3,3,2,6,5,2,5,3,0,3,0.12,0.12,0.7,1.0,1.0,0.0839999999999999,0,26244,78.10714285714286,0.7142857142857143,0.5,0.5,0.0,2.3333333333333335,9,6,0.14285714285714285,5.0,5.0,0,0,0,2.184815184815185,0
43,2,1,15,2,1,3,1,2,4,5,3,1,17603,1,0,24,4,1,1,14,3,3,14,10,6,11,0.12,0.1,0.7,1.0,0.9,0.0756,2,211236,400.0681818181818,0.9333333333333333,0.6666666666666666,0.7333333333333333,0.4,2.3333333333333335,10,8,0.26666666666666666,2.0,7.0,0,1,1,4.399650087478131,0
31,2,2,5,3,5,1,1,3,2,7,3,1,8346,1,0,19,3,3,1,6,3,3,5,2,0,2,0.125,0.125,0.7,1.0,0.9,0.07875,1,100152,260.8125,0.7142857142857143,0.3333333333333333,0.3333333333333333,0.0,2.3333333333333335,10,9,0.2857142857142857,5.0,2.5,0,0,0,4.170914542728636,0
45,2,2,2,3,4,4,1,3,2,7,2,1,4805,0,0,19,3,2,1,9,3,4,8,7,3,7,0.125,0.125,0.7,1.0,0.9,0.07875,2,57660,104.45652173913044,0.8,0.7777777777777778,0.7777777777777778,0.3333333333333333,2.6666666666666665,12,9,0.2,2.0,8.0,0,0,0,2.4012993503248374,0
37,2,1,11,2,3,1,0,1,2,0,2,1,4777,5,0,15,3,1,0,15,2,1,1,0,0,0,0.12,0.11,0.7,1.0,0.9,0.0756,1,57324,125.71052631578948,0.0625,0.0,0.0,0.0,1.3333333333333333,5,3,0.125,1.0,0.16666666666666666,1,0,0,2.3873063468265867,0
32,2,1,9,3,3,1,0,3,1,2,1,2,4200,7,0,22,4,1,0,10,2,4,5,4,0,4,0.12,0.12,0.7,1.0,1.2,0.1007999999999999,1,50400,127.27272727272727,0.45454545454545453,0.6666666666666666,0.6666666666666666,0.0,1.0,7,12,0.09090909090909091,5.0,0.625,0,0,0,4.195804195804196,0
57,2,1,24,2,1,3,1,4,3,0,4,0,9439,3,1,16,3,2,1,12,2,1,5,3,1,4,0.12,0.11,1.3,1.0,1.0,0.156,3,113268,162.74137931034483,0.38461538461538464,0.5,0.6666666666666666,0.16666666666666666,3.0,10,12,0.23076923076923078,2.5,1.25,0,0,0,3.145284905031656,24
31,2,2,5,4,1,1,0,3,2,7,4,1,5476,1,0,11,3,1,2,10,2,3,10,0,0,2,0.125,0.125,0.7,1.0,0.9,0.07875,1,65712,171.125,0.9090909090909091,0.0,0.18181818181818182,0.0,2.0,9,9,0.18181818181818182,10.0,5.0,0,1,0,2.736631684157921,0
32,2,2,7,3,1,4,1,2,2,7,3,1,5484,1,0,14,3,3,1,13,3,2,13,8,4,8,0.125,0.125,0.7,1.0,0.9,0.07875,1,65808,166.1818181818182,0.9285714285714286,0.5714285714285714,0.5714285714285714,0.2857142857142857,3.3333333333333335,12,6,0.14285714285714285,2.6,6.5,0,1,0,2.7406296851574212,0
33,0,2,22,2,2,3,1,3,2,7,2,1,6146,0,0,13,3,1,1,8,2,4,7,7,0,7,0.125,0.125,0.7,0.9,0.9,0.070875,1,73752,180.76470588235293,0.7777777777777778,0.875,0.875,0.0,2.0,10,9,0.2222222222222222,7.0,7.0,0,0,0,3.071464267866067,0
27,2,1,19,3,4,4,1,2,1,2,1,0,4066,1,0,11,3,1,2,7,3,3,7,7,0,7,0.12,0.12,0.7,1.0,1.0,0.0839999999999999,0,48792,145.21428571428572,0.875,0.875,0.875,0.0,2.0,9,6,0.125,7.0,3.5,0,0,0,4.061938061938062,0
29,2,2,5,3,3,1,1,2,2,7,2,0,4187,1,1,13,3,2,1,10,3,2,10,0,0,9,0.125,0.125,1.3,1.0,1.0,0.1625,0,50244,139.56666666666666,0.9090909090909091,0.0,0.8181818181818182,0.0,1.6666666666666667,7,6,0.18181818181818182,10.0,5.0,0,1,0,2.0924537731134434,5
33,1,1,1,2,1,1,0,3,3,5,4,2,13458,1,1,12,3,3,0,15,1,3,15,14,8,12,0.12,0.1,1.3,1.2,1.2,0.22464,1,161496,395.8235294117647,0.9375,0.875,0.75,0.5,2.6666666666666665,11,9,0.1875,1.6666666666666667,7.5,0,1,1,4.484505164945018,1
50,2,1,11,3,1,3,0,3,5,3,2,2,19926,3,0,15,3,2,0,21,5,3,5,4,4,4,0.12,0.09,0.7,1.0,1.2,0.1007999999999999,2,239112,390.70588235294116,0.22727272727272727,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.3333333333333335,10,9,0.22727272727272727,1.0,1.25,0,0,0,3.984403119376125,0
58,2,2,21,3,1,4,0,3,4,3,4,1,17875,4,1,13,3,3,1,29,2,2,1,0,0,0,0.125,0.09,1.3,1.0,0.9,0.14625,3,214500,302.96610169491527,0.03333333333333333,0.0,0.0,0.0,3.6666666666666665,13,9,0.13333333333333333,1.0,0.2,1,0,0,4.467633091727068,21
33,2,1,14,3,3,3,1,3,1,2,4,1,2436,5,1,13,3,3,1,8,2,1,5,4,0,4,0.12,0.12,1.3,1.0,0.9,0.1404,1,29232,71.6470588235294,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.0,3.3333333333333335,11,9,0.1111111111111111,5.0,0.8333333333333334,0,0,0,2.4335664335664338,14
25,2,2,5,3,2,3,1,2,2,7,3,2,5744,1,1,11,3,4,0,6,1,3,6,4,0,3,0.125,0.125,1.3,1.0,1.2,0.195,0,68928,220.92307692307693,0.8571428571428571,0.5714285714285714,0.42857142857142855,0.0,3.3333333333333335,13,6,0.2857142857142857,6.0,3.0,0,0,0,2.8705647176411793,5
30,1,2,26,4,2,3,0,2,2,7,1,2,6696,5,0,15,3,3,0,9,5,2,6,3,0,1,0.125,0.125,0.7,1.2,1.2,0.126,0,80352,216.0,0.6,0.42857142857142855,0.14285714285714285,0.0,2.3333333333333335,9,6,0.2,6.0,1.0,0,0,0,3.346326836581709,0
31,2,2,6,4,3,1,1,4,2,7,4,0,5460,4,0,22,4,4,2,13,4,4,7,7,5,7,0.125,0.125,0.7,1.0,1.0,0.0875,1,65520,170.625,0.5,0.875,0.875,0.625,3.0,13,16,0.14285714285714285,1.1666666666666667,1.4,0,0,1,2.7286356821589206,0
29,2,1,1,4,5,1,1,2,1,6,1,2,2362,6,0,13,3,3,0,11,2,1,9,7,0,7,0.12,0.12,0.7,1.0,1.2,0.1007999999999999,0,28344,78.73333333333333,0.75,0.7,0.7,0.0,1.6666666666666667,6,6,0.08333333333333333,9.0,1.2857142857142858,0,0,0,2.3596403596403595,0
34,1,1,1,3,3,4,1,2,2,0,1,2,5343,0,0,20,4,3,0,14,3,3,13,9,4,9,0.12,0.11,0.7,1.2,1.2,0.1209599999999999,1,64116,152.65714285714284,0.8666666666666667,0.6428571428571429,0.6428571428571429,0.2857142857142857,2.6666666666666665,11,8,0.13333333333333333,2.6,13.0,0,1,0,2.6701649175412294,0
40,1,1,16,4,3,1,1,2,2,2,3,2,5094,6,0,14,3,4,0,10,6,3,1,0,0,0,0.12,0.12,0.7,1.2,1.2,0.1209599999999999,1,61128,124.2439024390244,0.09090909090909091,0.0,0.0,0.0,2.6666666666666665,11,6,0.18181818181818182,1.0,0.14285714285714285,1,0,0,2.545727136431784,0
26,2,2,5,3,4,4,0,2,1,8,3,2,2966,0,0,18,3,4,0,5,2,3,4,2,0,0,0.125,0.125,0.7,1.0,1.2,0.105,0,35592,109.85185185185185,0.6666666666666666,0.4,0.0,0.0,3.6666666666666665,14,6,0.16666666666666666,4.0,4.0,0,0,0,2.963036963036963,0
42,2,1,9,2,4,4,1,2,5,3,4,2,19613,8,0,22,4,4,0,24,2,3,1,0,0,1,0.12,0.09,0.7,1.0,1.2,0.1007999999999999,2,235356,456.1162790697674,0.04,0.0,0.5,0.0,4.0,15,8,0.2,1.0,0.1111111111111111,1,0,0,3.9218156368726254,0
32,2,2,10,3,2,4,1,3,2,7,4,2,5396,1,0,12,3,4,0,10,2,2,10,7,0,8,0.125,0.125,0.7,1.0,1.2,0.105,1,64752,163.5151515151515,0.9090909090909091,0.6363636363636364,0.7272727272727273,0.0,4.0,14,9,0.18181818181818182,10.0,5.0,0,1,0,2.6966516741629185,0
42,2,1,2,3,3,4,0,2,1,2,1,0,2593,0,1,11,3,3,1,10,4,3,9,6,7,8,0.12,0.12,1.3,1.0,1.0,0.156,2,31116,60.30232558139535,0.8181818181818182,0.6,0.8,0.7,2.6666666666666665,11,6,0.09090909090909091,1.125,9.0,0,0,1,2.5904095904095903,2
38,2,1,29,1,3,2,1,3,2,0,1,1,6673,7,1,19,3,2,0,17,2,3,1,0,0,0,0.12,0.11,1.3,1.0,0.9,0.1404,1,80076,171.10256410256412,0.05555555555555555,0.0,0.0,0.0,1.6666666666666667,8,9,0.1111111111111111,1.0,0.125,1,0,0,3.334832583708146,29
36,1,2,11,2,5,2,0,3,3,7,4,1,9738,0,0,14,3,3,1,10,6,3,9,7,2,8,0.125,0.125,0.7,1.2,0.9,0.0945,1,116856,263.18918918918916,0.8181818181818182,0.7,0.8,0.2,3.0,12,9,0.2727272727272727,3.0,9.0,0,0,0,3.2449183605464844,0
36,2,2,2,4,1,3,1,3,1,8,4,2,2644,3,1,21,4,4,0,7,3,2,3,2,1,2,0.125,0.125,1.3,1.0,1.2,0.195,1,31728,71.45945945945945,0.375,0.5,0.5,0.25,3.6666666666666665,13,12,0.125,1.5,0.75,0,0,0,2.641358641358641,2
40,1,1,1,4,1,3,1,2,4,0,2,1,13503,1,0,22,4,4,1,22,3,2,22,3,11,11,0.12,0.11,0.7,1.2,0.9,0.09072,1,162036,329.3414634146341,0.9565217391304348,0.13043478260869565,0.4782608695652174,0.4782608695652174,3.0,11,8,0.17391304347826086,1.8333333333333333,11.0,0,1,1,3.374906273431642,0
38,2,2,10,4,2,3,1,2,3,7,3,0,8740,0,1,14,3,2,2,9,2,3,8,7,2,7,0.125,0.125,1.3,1.0,1.0,0.1625,1,104880,224.10256410256412,0.8,0.7777777777777778,0.7777777777777778,0.2222222222222222,2.6666666666666665,11,6,0.3,2.6666666666666665,8.0,0,0,0,2.912362545818061,10
29,2,2,27,3,2,2,0,3,3,7,4,1,7639,1,0,22,4,4,3,10,3,2,10,4,1,9,0.125,0.125,0.7,1.0,0.9,0.07875,0,91668,254.63333333333333,0.9090909090909091,0.36363636363636365,0.8181818181818182,0.09090909090909091,3.3333333333333335,12,12,0.2727272727272727,5.0,5.0,0,1,0,2.545484838387204,0
37,2,1,2,2,4,4,1,2,1,2,3,2,2090,6,1,15,3,2,0,7,3,3,0,0,0,0,0.12,0.12,1.3,1.0,1.2,0.1872,1,25080,55.0,0.0,0.0,0.0,0.0,3.0,12,6,0.125,0.0,0.0,1,0,0,2.087912087912088,2
54,2,1,1,3,3,4,0,3,4,5,4,2,17328,6,0,19,3,4,0,29,3,2,20,7,12,7,0.12,0.1,0.7,1.0,1.2,0.1007999999999999,3,207936,315.05454545454546,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5714285714285714,4.0,14,9,0.13333333333333333,1.5384615384615385,2.857142857142857,0,1,1,4.330917270682329,0
43,2,1,12,3,1,1,1,2,4,5,2,0,14336,1,0,11,3,3,1,25,3,3,25,10,3,9,0.12,0.1,0.7,1.0,1.0,0.0839999999999999,2,172032,325.8181818181818,0.9615384615384616,0.38461538461538464,0.34615384615384615,0.11538461538461539,2.0,9,6,0.15384615384615385,6.25,12.5,0,1,0,3.583104223944014,0
50,0,2,1,3,1,4,0,3,2,7,3,1,6347,0,0,12,3,1,1,19,3,3,18,7,0,13,0.125,0.125,0.7,0.9,0.9,0.070875,2,76164,124.45098039215686,0.9,0.3684210526315789,0.6842105263157895,0.0,2.6666666666666665,11,9,0.1,18.0,18.0,0,1,0,3.1719140429785107,0
31,0,1,1,4,3,3,1,1,2,4,3,1,4345,0,0,12,3,4,1,6,2,3,5,4,1,4,0.12,0.1,0.7,0.9,0.9,0.06804,1,52140,135.78125,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.16666666666666666,3.3333333333333335,13,3,0.2857142857142857,2.5,5.0,0,0,0,2.1714142928535733,0
39,0,2,21,4,1,1,0,1,2,7,3,1,5736,6,0,19,3,3,1,10,1,3,3,2,1,2,0.125,0.125,0.7,0.9,0.9,0.070875,1,68832,143.4,0.2727272727272727,0.5,0.5,0.25,2.3333333333333335,10,3,0.18181818181818182,1.5,0.42857142857142855,0,0,0,2.866566716641679,0
45,0,2,6,3,3,4,0,2,3,7,4,2,8865,6,0,12,3,4,0,23,2,3,19,7,12,8,0.125,0.125,0.7,0.9,1.2,0.0945,2,106380,192.7173913043478,0.7916666666666666,0.35,0.4,0.6,4.0,15,6,0.125,1.4615384615384615,2.7142857142857144,0,1,1,2.9540153282239254,0
39,2,1,1,4,3,3,0,3,1,2,3,0,2232,7,0,14,3,3,3,7,1,3,3,2,1,2,0.12,0.12,0.7,1.0,1.0,0.0839999999999999,1,26784,55.8,0.375,0.5,0.5,0.25,3.0,12,9,0.125,1.5,0.375,0,0,0,2.2297702297702298,0
32,2,2,7,5,2,4,1,3,2,7,4,1,9204,4,0,12,3,3,1,7,3,2,4,3,0,3,0.125,0.125,0.7,1.0,0.9,0.07875,1,110448,278.90909090909093,0.5,0.6,0.6,0.0,3.6666666666666665,13,9,0.25,4.0,0.8,0,0,0,4.599700149925037,0
27,1,2,2,1,1,4,1,1,2,7,4,2,5071,3,0,20,4,2,0,8,3,3,6,2,0,0,0.125,0.125,0.7,1.2,1.2,0.126,0,60852,181.10714285714286,0.6666666666666666,0.2857142857142857,0.0,0.0,3.3333333333333335,13,4,0.2222222222222222,6.0,1.5,0,0,0,2.534232883558221,0
50,1,1,2,3,3,4,0,3,4,3,1,1,17856,2,0,22,4,3,1,32,3,3,2,2,2,2,0.12,0.09,0.7,1.2,0.9,0.09072,2,214272,350.11764705882354,0.06060606060606061,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.6666666666666665,11,12,0.12121212121212122,0.6666666666666666,0.6666666666666666,1,0,0,4.462884278930267,0
35,1,1,4,4,4,4,1,2,1,2,4,1,2376,1,0,13,3,2,1,2,2,4,2,2,2,2,0.12,0.12,0.7,1.2,0.9,0.09072,1,28512,66.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.3333333333333335,14,6,0.3333333333333333,0.6666666666666666,1.0,1,0,0,2.3736263736263736,0
39,2,2,15,4,2,2,1,3,4,7,1,2,13341,0,0,12,3,1,0,21,3,3,20,8,11,10,0.125,0.125,0.7,1.0,1.2,0.105,1,160092,333.525,0.9090909090909091,0.38095238095238093,0.47619047619047616,0.5238095238095238,1.3333333333333333,7,9,0.18181818181818182,1.6666666666666667,20.0,0,1,1,3.334416395901025,0
38,2,2,1,3,1,1,1,2,1,8,1,2,2858,4,0,14,3,1,0,20,3,2,1,0,0,0,0.125,0.125,0.7,1.0,1.2,0.105,1,34296,73.28205128205128,0.047619047619047616,0.0,0.0,0.0,1.0,5,6,0.047619047619047616,1.0,0.2,1,0,0,2.855144855144855,0
